geneName	family
EOY29411	2324
EOY00899	2324
EOY25963	2324
EOY31262	2324
EOY21158	2325
EOY22532	2325
EOX93869	2325
EOX99949	2325
EOY11508	2326
EOX95209	2326
EOX92760	2326
EOY07951	2326
EOX90849	2327
EOX97758	2327
EOX93519	2328
EOY28986	2328
EOY34329	2328
EOY11057	2330
EOY19131	2330
EOY11059	2330
EOY10779	2331
EOY10780	2331
EOY09930	2332
EOY11571	2332
EOY14211	2332
EOY10599	2333
EOY31682	2333
EOY19383	2334
EOY05609	2334
EOX98295	2334
EOX96706	2335
EOY03691	2335
EOX99289	2335
EOY04793	2335
EOY04791	2335
EOY03697	2335
EOX96707	2335
EOY03695	2335
EOX99290	2335
EOY03694	2335
EOX99282	2335
EOX98508	2335
EOY04522	2336
EOY25975	2336
EOX92233	2336
EOY27658	2336
EOY11283	2337
EOX99528	2337
EOY17458	2337
EOX97068	2337
EOY06331	2337
EOY28160	2337
EOY03475	2337
EOY26945	2339
EOY29801	2339
EOY21149	2339
EOY04559	2339
EOY06656	2343
EOY02891	2343
EOX95214	2343
EOY00111	2343
EOY04160	2343
EOY31809	2343
EOX92756	2344
EOX92472	2344
EOY15178	2344
EOY04223	2344
EOX96357	2344
EOY00744	2344
EOY21155	2344
EOY21485	2344
EOX95415	2345
EOY06897	2345
EOY19252	2346
EOY28911	2346
EOY16598	2347
EOY16595	2347
EOY23350	2348
EOY01912	2348
EOY19896	2348
EOY23349	2348
EOY19884	2348
EOY19895	2348
EOY01520	2348
EOY19887	2348
EOY20444	2348
EOY19954	2348
EOY19897	2348
EOY01913	2348
EOX93675	2348
EOY22840	2349
EOY30295	2349
EOY04150	2351
EOY33266	2351
EOY32004	2351
EOY27013	2351
EOY00099	2351
EOY25472	2351
EOY21067	2351
EOX93274	2351
EOY29850	2351
EOY29470	2351
EOY00097	2351
EOY29184	2351
EOY19291	2351
EOY21068	2351
EOY28772	2351
EOY02476	2351
EOY28005	2352
EOY07545	2352
EOY07546	2352
EOY00069	2353
EOX99714	2353
EOY02131	2356
EOY32602	2356
EOX96700	2356
EOY09368	2356
EOY10676	2359
EOY31655	2359
EOY20923	2360
EOY03997	2360
EOX97622	2361
EOY28245	2361
EOX95831	2362
EOY29910	2362
EOY19369	2364
EOY33218	2364
EOY09648	2364
EOY26521	2365
EOX92503	2365
EOX92498	2365
EOY26517	2365
EOY26524	2365
EOY33390	2365
EOX94424	2365
EOY01940	2365
EOY08332	2365
EOY03443	2365
EOY08335	2365
EOY21031	2365
EOY30870	2366
EOX91611	2366
EOY09617	2366
EOY15734	2366
EOY02690	2368
EOY22411	2368
EOY02717	2369
EOY16868	2369
EOY32295	2370
EOY33677	2370
EOX93220	2371
EOY25397	2371
EOY06581	2372
EOY06580	2372
EOY06582	2372
EOY06583	2372
EOY12532	2373
EOY10160	2373
EOY08758	2374
EOY19584	2374
EOY00876	2375
EOY29132	2375
EOY23700	2376
EOY23837	2376
EOY05913	2376
EOY08078	2377
EOY24631	2377
EOX96081	2377
EOY23105	2377
EOY07340	2378
EOY17521	2378
EOX97486	2378
EOY15214	2378
EOY33866	2378
EOX95987	2378
EOY24724	2378
EOY00472	2380
EOX99582	2380
EOY19326	2380
EOY06111	2381
EOX94377	2381
EOY20328	2382
EOY32600	2382
EOY34115	2383
EOX96004	2383
EOX94465	2383
EOY06038	2383
EOY24695	2383
EOY23198	2383
EOX97703	2383
EOY07591	2383
EOY26897	2385
EOY03240	2385
EOY28614	2388
EOY12547	2388
EOY13977	2389
EOY13981	2389
EOY06103	2389
EOX92765	2389
EOY03945	2390
EOY18363	2390
EOY25879	2391
EOY31146	2391
EOY06390	2391
EOY06391	2391
EOY16125	2393
EOY08645	2393
EOY08639	2393
EOY02112	2393
EOX92234	2393
EOX97338	2394
EOX97334	2394
EOY06700	2395
EOX97947	2395
EOX90987	2395
EOY14849	2395
EOX95259	2395
EOY03025	2397
EOY23714	2397
EOY08339	2397
EOX92021	2398
EOY10320	2398
EOY11654	2400
EOY06702	2400
EOY31805	2400
EOY15680	2401
EOX91743	2401
EOY31179	2401
EOY06141	2402
EOY06147	2402
EOY06137	2402
EOY06140	2402
EOY03704	2405
EOY07895	2405
EOY25423	2406
EOY27837	2406
EOX97877	2406
EOY33130	2407
EOY14898	2407
EOX97905	2407
EOY05826	2409
EOY14993	2409
EOY12208	2410
EOX97176	2410
EOY12206	2410
EOX97173	2410
EOY12207	2410
EOY12212	2410
EOY27290	2411
EOY30225	2411
EOX99573	2412
EOY02988	2412
EOY26665	2413
EOX94760	2413
EOY21090	2413
EOY25697	2414
EOY25527	2414
EOX95787	2415
EOY23446	2415
EOX95155	2416
EOY03777	2416
EOY20185	2417
EOY04429	2417
EOY12413	2420
EOY12411	2420
EOY26031	2421
EOY33343	2421
EOY08419	2421
EOY29584	2421
EOY18837	2421
EOY26025	2421
EOX98033	2421
EOX98823	2422
EOX93046	2422
EOY16041	2422
EOY12542	2422
EOY09087	2423
EOY12997	2423
EOY00457	2423
EOY23658	2424
EOY23914	2424
EOY24359	2425
EOY22885	2425
EOY23686	2425
EOX91655	2426
EOY26060	2426
EOY34544	2426
EOY06717	2426
EOY27635	2428
EOY27633	2428
EOY27634	2428
EOY11080	2430
EOY11084	2430
EOY11083	2430
EOY11085	2430
EOX91315	2432
EOY14595	2432
EOY09324	2433
EOY32667	2433
EOY07077	2433
EOX97474	2433
EOX90702	2433
EOX96691	2433
EOX98624	2437
EOY28589	2437
EOY20462	2437
EOY28567	2437
EOY12733	2437
EOY13496	2437
EOY13487	2437
EOY13491	2437
EOY28744	2438
EOY12296	2438
EOY28223	2439
EOY18400	2439
EOY00463	2439
EOY20687	2439
EOY00455	2439
EOY00456	2439
EOX99443	2439
EOY18403	2439
EOX99327	2441
EOY10565	2441
EOX91053	2441
EOY01435	2441
EOY28396	2441
EOY10736	2441
EOY08503	2441
EOY05886	2443
EOY20252	2443
EOY05092	2443
EOY24645	2444
EOY01099	2444
EOX96063	2444
EOY26660	2444
EOY31365	2444
EOY11946	2444
EOY03723	2445
EOY17500	2445
EOX95701	2446
EOY23542	2446
EOY25055	2446
EOX90955	2447
EOX95250	2447
EOY18453	2449
EOY07689	2449
EOY33105	2450
EOY18548	2450
EOX94810	2451
EOY16996	2451
EOX96554	2452
EOY24139	2452
EOY31936	2453
EOY33739	2453
EOY09223	2453
EOY09042	2455
EOX92621	2455
EOY33697	2456
EOY28375	2456
EOX99315	2456
EOY28423	2456
EOX99319	2456
EOY18369	2457
EOY18365	2457
EOY07624	2457
EOY18361	2457
EOX98257	2458
EOY01511	2458
EOY22214	2458
EOY34725	2459
EOY20205	2459
EOY18352	2461
EOY10640	2461
EOY08898	2461
EOY03960	2462
EOY21345	2462
EOY29002	2462
EOX97792	2463
EOX97809	2463
EOX97813	2463
EOX97814	2463
EOX97810	2463
EOY11110	2464
EOX94678	2464
EOX98316	2465
EOX93213	2465
EOX93256	2465
EOY13147	2465
EOY28122	2465
EOY01768	2465
EOY01770	2465
EOX95892	2465
EOY30383	2465
EOX91917	2465
EOX91173	2465
EOX91170	2465
EOY17950	2465
EOY33883	2465
EOY22025	2465
EOY33743	2465
EOY03642	2465
EOY34598	2465
EOY17944	2465
EOY33874	2465
EOY04859	2465
EOX98312	2465
EOX93691	2465
EOY22030	2465
EOY15969	2465
EOY07347	2465
EOX98781	2465
EOY08013	2465
EOY22181	2465
EOX97565	2465
EOY01557	2465
EOY09799	2465
EOX91165	2465
EOY33744	2465
EOY19942	2465
EOY17942	2465
EOX98313	2465
EOY09906	2465
EOY34597	2465
EOY04568	2465
EOX97221	2465
EOY01365	2465
EOY22031	2465
EOY33885	2465
EOX93683	2465
EOY00346	2465
EOY17943	2465
EOY04570	2465
EOY34601	2465
EOY34457	2465
EOY05114	2465
EOY17949	2465
EOY22033	2465
EOX92064	2465
EOX98778	2465
EOY08012	2465
EOY25289	2465
EOX93686	2465
EOX98750	2465
EOX93286	2465
EOX95757	2465
EOX96840	2465
EOY09801	2465
EOY14394	2465
EOY03644	2465
EOY17315	2465
EOY17320	2465
EOX93211	2465
EOY23359	2465
EOY08015	2465
EOX91172	2465
EOY17317	2465
EOX91168	2465
EOY07349	2465
EOX91166	2465
EOY33907	2465
EOY32110	2465
EOY10054	2465
EOY16766	2465
EOY24973	2465
EOY08014	2465
EOY20616	2465
EOY05112	2465
EOY17941	2465
EOY01565	2465
EOX98321	2465
EOX98314	2465
EOX98315	2465
EOY07351	2465
EOY08011	2465
EOX91169	2465
EOY17947	2465
EOX98751	2465
EOY20331	2465
EOY32552	2465
EOX92067	2465
EOY23360	2465
EOY19946	2465
EOX98752	2465
EOX97219	2465
EOY04573	2465
EOX92066	2465
EOX92065	2465
EOX98322	2465
EOX93166	2465
EOX95891	2465
EOY33745	2465
EOY28615	2465
EOY03643	2465
EOY07886	2465
EOY04907	2465
EOY10049	2465
EOY08007	2465
EOY30380	2465
EOX91167	2465
EOX93680	2465
EOY34599	2465
EOY34602	2465
EOX97220	2465
EOY03647	2465
EOY15483	2465
EOX98368	2465
EOY09194	2465
EOY30385	2465
EOY34600	2465
EOX96841	2465
EOX98323	2465
EOX98369	2465
EOY31758	2465
EOX95758	2465
EOY02135	2465
EOY07352	2465
EOY03573	2465
EOY03574	2465
EOY04856	2465
EOX97222	2465
EOX98311	2465
EOY10063	2465
EOY10064	2465
EOY09195	2465
EOY04571	2465
EOX91919	2465
EOY28123	2465
EOY13146	2465
EOY30382	2465
EOX98636	2465
EOY13145	2465
EOY13144	2465
EOY13123	2465
EOX93257	2465
EOY01776	2465
EOY17945	2465
EOY29625	2466
EOY26002	2466
EOY26003	2466
EOY03353	2466
EOY24241	2466
EOY27422	2466
EOY29211	2466
EOY31840	2466
EOY23048	2468
EOX96121	2468
EOY24600	2468
EOY06570	2469
EOY28085	2469
EOY14791	2474
EOX90564	2474
EOY00573	2475
EOY01490	2475
EOY11402	2478
EOY05554	2478
EOY05550	2478
EOY05552	2478
EOY05553	2478
EOX94811	2478
EOY05555	2478
EOY05557	2478
EOY12627	2481
EOY28534	2481
EOX99200	2481
EOY22644	2482
EOY29529	2482
EOY13347	2482
EOX98591	2482
EOY03988	2482
EOY03487	2483
EOY01899	2483
EOY10444	2483
EOY19750	2485
EOY23670	2485
EOY18747	2485
EOY20676	2485
EOY07738	2486
EOY18520	2486
EOY19193	2488
EOY08451	2488
EOY20727	2489
EOY02405	2489
EOY00490	2489
EOY24437	2490
EOX96371	2490
EOX95026	2491
EOY06508	2491
EOY27559	2493
EOY27562	2493
EOX94340	2493
EOY12312	2498
EOY12315	2498
EOY13974	2499
EOX94252	2499
EOY00003	2499
EOY26395	2499
EOY08964	2499
EOY21522	2499
EOY08795	2499
EOY32129	2499
EOY03241	2499
EOY19174	2499
EOY03223	2499
EOY14720	2500
EOY22927	2500
EOY21407	2500
EOY32576	2501
EOX92942	2501
EOY17036	2502
EOY17084	2502
EOY17032	2502
EOY17078	2502
EOY01311	2503
EOY03130	2503
EOY33034	2504
EOY16508	2504
EOY30498	2504
EOY14646	2504
EOY27085	2504
EOY14738	2506
EOY30764	2506
EOX92354	2506
EOX91119	2506
EOY16782	2506
EOY28451	2507
EOY28449	2507
EOY12764	2507
EOX96075	2508
EOY24633	2508
EOY10102	2509
EOY25165	2509
EOX90639	2510
EOX98898	2510
EOY09654	2510
EOY14304	2511
EOY12685	2511
EOY14312	2511
EOY13338	2511
EOY23083	2512
EOY13751	2512
EOX97242	2513
EOY26896	2513
EOX95184	2514
EOY11591	2514
EOY20894	2514
EOY06635	2514
EOY28175	2514
EOX93371	2515
EOX93413	2515
EOX93376	2515
EOX93372	2515
EOX95267	2516
EOX91474	2516
EOY11740	2517
EOX95401	2517
EOY26601	2518
EOY20321	2518
EOX92681	2518
EOY27327	2518
EOY25851	2518
EOY22617	2521
EOY02934	2521
EOY33540	2522
EOY19096	2522
EOY08145	2522
EOX98380	2523
EOX98377	2523
EOX98378	2523
EOX98376	2523
EOY26941	2524
EOY29795	2524
EOY12665	2525
EOY06586	2525
EOY06130	2525
EOY27266	2525
EOY13364	2526
EOY13361	2526
EOY13378	2526
EOY13344	2526
EOX96173	2526
EOY30613	2526
EOX91654	2526
EOX91633	2526
EOX94083	2526
EOX92029	2526
EOY06034	2526
EOY29821	2526
EOY24158	2526
EOX92431	2526
EOY15950	2526
EOY17783	2526
EOY10934	2526
EOX91316	2526
EOY17784	2526
EOY21446	2526
EOX98175	2526
EOX98097	2526
EOX92882	2526
EOY02432	2526
EOY34273	2526
EOY27965	2526
EOY04614	2526
EOY14846	2526
EOY11732	2526
EOY15868	2526
EOX95887	2526
EOY29127	2526
EOX94174	2526
EOX90988	2526
EOX95383	2526
EOY19987	2526
EOY00697	2526
EOY25162	2526
EOX91438	2526
EOY17077	2526
EOY09912	2526
EOY03836	2526
EOX96993	2526
EOY12294	2526
EOY30357	2526
EOY24838	2526
EOX97036	2526
EOY34255	2526
EOY13381	2526
EOY13359	2526
EOY13205	2526
EOY20498	2526
EOY13471	2526
EOY13202	2526
EOY21177	2526
EOY15764	2526
EOY12148	2526
EOX93435	2526
EOY28921	2526
EOY25720	2526
EOY28754	2526
EOY34517	2526
EOY31088	2526
EOX95608	2526
EOY31747	2526
EOY27976	2526
EOY27975	2526
EOY34678	2526
EOY15541	2526
EOY06920	2526
EOY20050	2526
EOY27623	2526
EOY29573	2526
EOY33014	2526
EOY26048	2526
EOY34666	2526
EOY29347	2526
EOY04497	2526
EOY05858	2526
EOY04490	2526
EOY03546	2526
EOX96065	2526
EOY33035	2526
EOY13568	2526
EOY05498	2526
EOY00969	2526
EOY21266	2526
EOX93006	2526
EOY33747	2528
EOY17841	2528
EOY27390	2531
EOY00596	2531
EOX94773	2532
EOX96335	2532
EOX96517	2532
EOX99176	2532
EOY22743	2532
EOY11354	2532
EOX92816	2533
EOY19993	2533
EOX92814	2533
EOY33690	2533
EOY00441	2533
EOX92491	2533
EOX94215	2533
EOY17666	2533
EOY13196	2533
EOY07163	2533
EOX92930	2533
EOY13810	2533
EOY13477	2533
EOY13478	2533
EOY13476	2533
EOY19246	2533
EOY28040	2533
EOY07088	2533
EOY04569	2533
EOY08363	2533
EOY16619	2533
EOY07090	2533
EOY06664	2533
EOY13475	2533
EOY24966	2533
EOY17670	2533
EOY02311	2533
EOX92597	2533
EOY05568	2533
EOY32105	2533
EOY17747	2533
EOY17746	2533
EOY17748	2533
EOX95760	2533
EOX97313	2533
EOY04329	2533
EOY04330	2533
EOX92595	2533
EOX92593	2533
EOY30231	2533
EOX95266	2533
EOX97263	2533
EOY22969	2533
EOX92596	2533
EOY09525	2533
EOY07264	2534
EOY17858	2534
EOY16213	2534
EOX97720	2534
EOY29780	2535
EOY29779	2535
EOY29782	2535
EOY30677	2535
EOY17905	2535
EOY09072	2536
EOY31818	2536
EOY19014	2536
EOY19680	2536
EOY32358	2536
EOY21334	2536
EOY08391	2536
EOY32152	2536
EOY03275	2536
EOY17398	2536
EOY16842	2536
EOY08386	2536
EOY16320	2537
EOY23732	2537
EOY30558	2537
EOY08389	2537
EOY27030	2537
EOY08400	2537
EOY08379	2537
EOX96667	2538
EOY32695	2538
EOY20838	2539
EOY33528	2539
EOX98962	2539
EOY30047	2540
EOX98794	2540
EOX96866	2540
EOY32610	2540
EOY24701	2540
EOY12585	2541
EOY21160	2541
EOY10467	2542
EOY22161	2542
EOX92865	2543
EOY15949	2543
EOY22234	2543
EOY03391	2543
EOY27982	2543
EOY10511	2543
EOY18881	2544
EOY07601	2544
EOY33678	2544
EOY34119	2544
EOY17547	2545
EOX95704	2545
EOY25046	2545
EOY24097	2545
EOY01112	2545
EOY31479	2546
EOX96685	2546
EOX93249	2546
EOX94348	2546
EOY10588	2546
EOY05958	2546
EOY25087	2546
EOY05953	2546
EOY05949	2546
EOY11984	2546
EOY10586	2546
EOY10590	2546
EOY25083	2546
EOY25081	2546
EOY05952	2546
EOY10589	2546
EOY05954	2546
EOY11990	2546
EOY10587	2546
EOY27951	2546
EOY25086	2546
EOY25082	2546
EOX93253	2546
EOY09288	2546
EOY15830	2546
EOY10080	2546
EOY31461	2546
EOX95192	2546
EOY16770	2546
EOY25221	2546
EOX98943	2546
EOY05348	2546
EOX93248	2546
EOX92360	2546
EOX92700	2547
EOX97485	2547
EOY15215	2547
EOY31972	2547
EOY16334	2547
EOY30313	2548
EOY34480	2548
EOX94392	2548
EOY25557	2548
EOY18818	2548
EOY28051	2549
EOX99224	2549
EOY10302	2550
EOY18262	2550
EOY18184	2550
EOY10300	2550
EOY10299	2550
EOY17312	2550
EOY06254	2550
EOY11775	2550
EOY11773	2550
EOY01529	2552
EOX92755	2552
EOX99943	2552
EOY18372	2553
EOY05422	2553
EOY34161	2553
EOY18373	2553
EOY18374	2553
EOY18563	2554
EOY11697	2554
EOY25316	2555
EOY30011	2555
EOY15153	2555
EOY10329	2555
EOY30310	2555
EOY13504	2555
EOX95404	2556
EOY24375	2556
EOX96294	2556
EOY28715	2556
EOY16786	2558
EOY08583	2558
EOY04660	2559
EOY08384	2559
EOY12145	2561
EOY03552	2561
EOY01812	2561
EOY07698	2561
EOY00470	2562
EOY31659	2562
EOY25746	2562
EOY27992	2562
EOY09278	2563
EOY09276	2563
EOY18705	2564
EOY34421	2564
EOY04895	2565
EOY34464	2565
EOX99807	2566
EOY03103	2566
EOY17005	2566
EOY12375	2567
EOY26734	2567
EOX98331	2567
EOY11487	2567
EOX91857	2567
EOY25097	2567
EOY26114	2567
EOY34079	2567
EOY05668	2567
EOY18172	2567
EOY18179	2567
EOY07554	2567
EOY04638	2567
EOY34071	2567
EOY31473	2567
EOY12376	2567
EOY05736	2568
EOX94703	2568
EOY02635	2570
EOY22375	2570
EOY16817	2571
EOX92330	2571
EOX92329	2571
EOY22319	2572
EOX91667	2572
EOY04578	2572
EOY29596	2575
EOY33639	2575
EOY33636	2575
EOY08369	2575
EOY33637	2575
EOY33638	2575
EOX91789	2575
EOY22988	2576
EOY24539	2576
EOY11870	2577
EOY04929	2577
EOX96177	2579
EOY24530	2579
EOY26454	2579
EOX92847	2580
EOY13254	2580
EOY02184	2580
EOY22027	2581
EOY14040	2581
EOY12277	2582
EOY28760	2582
EOY28766	2582
EOY12276	2582
EOY28763	2582
EOY28761	2582
EOY28767	2582
EOY06539	2582
EOY13029	2582
EOY30746	2583
EOY29703	2583
EOY26815	2583
EOY22511	2584
EOY22516	2584
EOY03281	2585
EOY00247	2585
EOY03551	2585
EOY01815	2585
EOX91191	2586
EOY14677	2586
EOX97349	2586
EOX97350	2586
EOX96074	2587
EOY33845	2587
EOY17369	2587
EOY28664	2587
EOY25371	2587
EOX93601	2587
EOY33879	2587
EOY29088	2587
EOY03776	2587
EOY24058	2587
EOY26242	2587
EOY17376	2587
EOY16689	2587
EOX98258	2587
EOY24056	2587
EOY01643	2587
EOY02582	2587
EOY33987	2587
EOX91117	2587
EOY24442	2587
EOY17517	2587
EOY32256	2587
EOX96079	2587
EOY24636	2587
EOY21644	2587
EOY17817	2587
EOY26240	2587
EOY25599	2587
EOY33878	2587
EOY23116	2587
EOY17368	2587
EOY27074	2587
EOX90957	2587
EOY14460	2587
EOY12429	2587
EOY14821	2587
EOY14823	2587
EOX91008	2587
EOX97468	2587
EOY22421	2589
EOY28839	2589
EOY00845	2589
EOY12238	2589
EOY29129	2589
EOX95222	2590
EOY11627	2590
EOY22494	2591
EOY23475	2591
EOX99809	2591
EOX93480	2591
EOX92935	2592
EOX92934	2592
EOX90977	2592
EOY25385	2593
EOY03976	2593
EOY15135	2593
EOY16402	2593
EOY05751	2593
EOY25969	2593
EOY00825	2593
EOY00910	2593
EOY26490	2593
EOY13086	2593
EOY31374	2593
EOY19411	2593
EOY20581	2593
EOY10733	2593
EOX95371	2593
EOY26249	2593
EOY18931	2593
EOY32024	2593
EOY01727	2593
EOY25838	2594
EOY14232	2594
EOY24263	2595
EOX96438	2595
EOX97913	2596
EOY28800	2596
EOX93306	2596
EOY19352	2597
EOY33200	2597
EOY33796	2597
EOY33800	2597
EOY33199	2597
EOX99413	2598
EOY28259	2598
EOX91192	2598
EOY12937	2598
EOY15865	2599
EOY28819	2599
EOX93314	2599
EOY32320	2601
EOY18905	2601
EOX99353	2602
EOX99007	2602
EOY29453	2603
EOY25869	2603
EOY15783	2604
EOX91592	2604
EOY06663	2605
EOY21055	2605
EOY07994	2607
EOY18289	2607
EOY19816	2607
EOY33913	2608
EOY23824	2608
EOX95576	2608
EOY19663	2609
EOY19649	2609
EOY19664	2609
EOY10739	2610
EOY00377	2610
EOY10740	2610
EOY02352	2610
EOY22095	2612
EOY26627	2612
EOY31722	2612
EOY00679	2612
EOX94727	2612
EOY00331	2612
EOY31785	2612
EOY16593	2612
EOY19070	2614
EOY07369	2614
EOY17962	2614
EOY17964	2614
EOY01742	2615
EOY22018	2615
EOY14213	2615
EOY17729	2616
EOY28023	2616
EOY08809	2616
EOX92827	2616
EOY18309	2617
EOY18329	2617
EOY18306	2617
EOY18332	2617
EOY04197	2617
EOY18320	2617
EOY19746	2617
EOY18330	2617
EOY24183	2617
EOY18314	2617
EOY18323	2617
EOX92555	2617
EOY18327	2617
EOY18334	2617
EOY18310	2617
EOY18316	2617
EOY18318	2617
EOY24186	2617
EOY18960	2617
EOY18328	2617
EOY24188	2617
EOY18311	2617
EOY18321	2617
EOY18339	2617
EOY18317	2617
EOX96532	2617
EOX92553	2617
EOX96535	2617
EOY33884	2617
EOY18961	2617
EOY22731	2617
EOY30702	2617
EOY29993	2617
EOY24184	2617
EOY13092	2617
EOX96520	2617
EOY24187	2617
EOY13093	2617
EOY18341	2617
EOX92554	2617
EOY20428	2617
EOY22730	2617
EOY18325	2617
EOY18966	2617
EOX96534	2617
EOY18335	2617
EOY20443	2617
EOX96524	2617
EOY31173	2617
EOY30335	2617
EOY18336	2617
EOY18305	2617
EOY18319	2617
EOX96523	2617
EOY18342	2617
EOY30336	2617
EOX92551	2617
EOY18382	2617
EOY18963	2617
EOY24185	2617
EOY12422	2617
EOY18340	2617
EOY18313	2617
EOY13096	2617
EOY24189	2617
EOY30315	2620
EOY30008	2620
EOY27212	2620
EOX95949	2621
EOX95950	2621
EOY22800	2621
EOY32180	2621
EOY30378	2621
EOY27169	2621
EOY34049	2621
EOY23233	2621
EOX91927	2621
EOY29955	2621
EOY26253	2621
EOY29080	2621
EOX95947	2621
EOY32894	2622
EOX93987	2622
EOY13926	2624
EOY00621	2624
EOY12182	2626
EOX98559	2626
EOX93761	2626
EOY28843	2626
EOY28842	2626
EOY04044	2626
EOY28845	2626
EOY34700	2626
EOY28844	2626
EOY04470	2626
EOY04475	2626
EOY04472	2626
EOY20128	2626
EOX95724	2626
EOX99473	2626
EOX92142	2627
EOY02650	2627
EOY15388	2628
EOY02906	2628
EOX99675	2628
EOY13021	2629
EOY13574	2629
EOX95793	2631
EOY34400	2631
EOY27330	2632
EOY23174	2632
EOY08864	2633
EOY21499	2633
EOY03317	2633
EOY26388	2633
EOY03328	2633
EOX99853	2633
EOY26389	2633
EOX94199	2633
EOY20359	2633
EOY26584	2633
EOY03337	2633
EOY05927	2634
EOX96850	2634
EOY16936	2635
EOY03840	2635
EOY21689	2635
EOY19660	2635
EOX90896	2636
EOY16310	2636
EOX97847	2636
EOY31412	2636
EOY14928	2636
EOY12093	2637
EOY20407	2637
EOY13856	2637
EOY19298	2639
EOX93077	2639
EOY34541	2639
EOY34032	2639
EOY34177	2639
EOY08519	2639
EOY08518	2639
EOY06730	2640
EOX95300	2640
EOY14332	2642
EOY08394	2642
EOY26081	2642
EOY10229	2642
EOX98266	2643
EOY14455	2643
EOY15773	2644
EOY23666	2644
EOX93935	2644
EOY05313	2644
EOX95625	2644
EOY34629	2645
EOY07052	2645
EOY07810	2645
EOY22711	2646
EOX96555	2646
EOY22713	2646
EOX98773	2646
EOX98771	2646
EOX98758	2646
EOX91098	2648
EOX91097	2648
EOX94815	2649
EOX94813	2649
EOX94607	2650
EOX95288	2650
EOY23879	2650
EOX92747	2652
EOX98434	2652
EOX97580	2652
EOY32322	2652
EOY32317	2652
EOY01362	2654
EOY01360	2654
EOX99449	2655
EOY13033	2655
EOY00890	2656
EOX95239	2656
EOX95238	2656
EOY04061	2656
EOX91247	2656
EOY15857	2656
EOY21368	2656
EOY09962	2657
EOY09964	2657
EOY09965	2657
EOY09967	2657
EOY09966	2657
EOY06092	2658
EOY21957	2658
EOY02609	2659
EOY33487	2659
EOY29304	2660
EOY31209	2660
EOY12694	2661
EOY12692	2661
EOY33689	2662
EOX92113	2662
EOX91383	2663
EOY02619	2663
EOX93587	2663
EOY07063	2664
EOY07062	2664
EOY32046	2664
EOY13664	2665
EOY13662	2665
EOY13663	2665
EOY17681	2666
EOY22259	2666
EOY29943	2666
EOY08038	2666
EOX99148	2666
EOY07770	2666
EOY25785	2666
EOY27157	2666
EOY20827	2666
EOY27072	2666
EOY25259	2666
EOY29497	2666
EOY14018	2666
EOY29942	2666
EOY20069	2666
EOX96015	2666
EOY09591	2666
EOY30396	2666
EOY14145	2666
EOY27627	2666
EOY31029	2666
EOY32347	2666
EOY03013	2666
EOY16626	2667
EOY11351	2667
EOY11352	2667
EOX92483	2667
EOY14476	2667
EOX92829	2668
EOX92828	2668
EOY28021	2668
EOY13959	2669
EOY20312	2669
EOY26250	2670
EOX96856	2670
EOX96858	2670
EOX93007	2671
EOY27812	2671
EOY22643	2671
EOX99624	2671
EOY24683	2672
EOY20251	2672
EOY20594	2672
EOY20468	2672
EOX96309	2672
EOX96312	2672
EOY09695	2673
EOX96572	2673
EOY06387	2673
EOY10648	2673
EOY10655	2673
EOY08205	2673
EOY30098	2673
EOY13710	2674
EOY31047	2674
EOY07315	2674
EOY09206	2674
EOY17922	2674
EOY06902	2674
EOY33831	2674
EOY24547	2674
EOY29504	2674
EOX93354	2675
EOY02651	2675
EOY22360	2675
EOY09893	2675
EOY14325	2675
EOY06449	2675
EOX94971	2675
EOY00826	2676
EOY02682	2676
EOY06779	2677
EOX95327	2677
EOY07177	2678
EOY32447	2678
EOY09487	2678
EOY33700	2678
EOY17757	2678
EOY10180	2680
EOY23985	2680
EOY12170	2681
EOX93801	2681
EOY17083	2681
EOY18276	2683
EOY17491	2683
EOY15587	2683
EOY01993	2683
EOY17484	2683
EOY17490	2683
EOY17488	2683
EOY03602	2684
EOY22045	2684
EOY22616	2684
EOY22700	2684
EOY02932	2684
EOY29363	2684
EOX92000	2686
EOY11417	2686
EOY15348	2686
EOY16749	2688
EOY16750	2688
EOY13101	2690
EOY13106	2690
EOY14902	2691
EOX97903	2691
EOX90942	2691
EOY14212	2692
EOY13940	2692
EOY08378	2692
EOY21357	2692
EOY00066	2692
EOY01025	2692
EOY26101	2692
EOY14297	2692
EOX94090	2692
EOY29598	2693
EOX99915	2693
EOX92741	2693
EOX93262	2693
EOY20797	2694
EOY20790	2694
EOY04706	2694
EOY20496	2694
EOX92335	2695
EOY16808	2695
EOY01135	2696
EOX99209	2696
EOY34722	2696
EOY00644	2696
EOX98705	2696
EOY29030	2696
EOX93937	2696
EOY28523	2696
EOX94969	2696
EOY10306	2696
EOY18671	2696
EOX93434	2696
EOY29329	2696
EOX92110	2696
EOY32777	2696
EOX91635	2696
EOX91658	2696
EOY14223	2696
EOX98451	2696
EOY04399	2696
EOY33600	2696
EOX91253	2696
EOY07840	2696
EOY13887	2697
EOY03815	2697
EOY19898	2697
EOX93781	2697
EOX94435	2698
EOX91595	2698
EOY23801	2699
EOY23734	2699
EOX99415	2703
EOY00458	2703
EOY09468	2703
EOX94372	2703
EOY12975	2703
EOY32999	2704
EOY00983	2704
EOY02463	2707
EOY10478	2707
EOY21072	2712
EOY26056	2712
EOY20447	2712
EOY33293	2712
EOY18581	2714
EOY33077	2714
